business_id,name,stars
0OKlVYVOjCiZcgxlyBuEeQ,Residence Inn by Marriott Cleveland Downtown,4.363636363636363
0Q2t5VHwhFfjB42jPdMKJA,Ace Limousine,5.0
0QzCeORfF8EY34UODWRV9A,Sunset Station Hotel & Casino,3.1095890410958904
0TUqA5zzBpj8izS96M_50A,Americas Best Value Inn,2.111111111111111
0UEQvzlePYUnpe_a40-RtQ,Alexandra Hotel,3.0
0UlMUHtEDgDMkycBQpoAew,Westin Lake Las Vegas,3.0972222222222223
0V-I5TazN_FeeHg4oiXHDA,Larca Sportartikel,3.0
0VUISnHjK9z9ihkwyEtpSQ,Angels Share,4.625
0XF5tnQeSZO8BG6OErfK3Q,Zazu Pannee Park Regent,4.4
0X_J5lCwM12tJ8Esv-0lgg,Hertz Rent A Car,1.0
0Xf5VcIsqWQTSyV46j1g4Q,Baymont Inn And Suites Charlotte-Airport,1.0
0XoTT540HMB_5q4Exj8yGA,Four Seasons Hotel Las Vegas,4.69620253164557
0Zb-kM0JZ08WCBiCEHixSw,Hotel San Carlos,3.037037037037037
0_zwC5tHrz_4wna4zmCnpA,Advantage Rent A Car,1.4615384615384615
0cqpUbyTuMTWFWNRTFmySQ,Hotel Krehls Linde,1.5
0dFOy1BeJWuYTyIsi-gAqw,Days Inn Willoughby/Cleveland,1.0
0eUzjx4qLL-uvYsK5P3iTg,Travel Goodtime Tours,3.0
0eqe6VK_yvHgclMjLeRnzw,Sapphire,1.2
0eqiQ6njUxGcFKYr8CNKkA,Holiday Inn Cleveland Northeast - Mentor,2.0
0fEozo1S9hDmANZ0iQfqXA,Kew House,5.0
0fx4CHfmhwGttZlA-KHV1w,Arbors B & B,4.0
0j9xr-QfxfSKHsCUaCDAug,Homewood Suites By Hilton Phoenix North Happy Valley,4.5
0l9jhK1pm_3JzZE5eYGGww,"Scott Clark's Toyota City, Scott Clark's Scion City",2.4705882352941178
0lXFrqQI__UNHgmgnUVjOA,Super 8 Phoenix Metro North,1.0
0mgyXrx0yfYNQyBpKCd3XQ,Heart Of Scotland Tours,5.0
0nasnxiDSVmFmh7s9sxBAQ,Sleep Inn Airport - Billy Graham Parkway,3.5
0nc1B-3rKnvFawMtf8Swgw,Mayflower Cab Company,1.5
0njBUTdzezTeR64Ay639_Q,Hawthorn Suites By Wyndham Chandler,2.2
0pqw878RsDJAANc1HhcuSg,Country Inn and Suites,4.0
0q_g4jpc9iod5swiru7n1g,Dollar Car Rental,2.1818181818181817
0rKN8zVTqrVvV7iObVos2w,Cibola Vista Resort & Spa,1.75
0w7vOlSD9tBS7piUA6lawA,Budget Suites of America,2.0
0x-mYPoatVE0DNlZhha0_w,Budget Truck Rental,1.0
0xAjSfNvZ4zluHpCeBX9Pg,Hugh Hefner Sky Villa,5.0
0xGNmy8DERwwqO3V5jNR6Q,Jacobite Cruises,4.333333333333333
0ydy2fdDg6kpGy1dbnHYsQ,Tequila Restaurante,3.1538461538461537
1-3QXTEwl1pfZn9kXFgN3Q,Emerald Necklace Inn & Tearoom,5.0
1-6EbebALTKmdv7v4iXdXA,Budget Car Rental,5.0
1-rUjW65plaAjIMVMJjP_Q,The Inn of Chagrin Falls,4.0
11xFO2mQEuigL5f-LR34wg,Kleinburg Inn,1.0
12OrLfd1RvLWxBH0qSfruQ,Microtel Inn & Suites by Wyndham Charlotte/University Place,1.0
12SXa3botrXO_vUNBij-aA,Super 8 Richfield Area,1.0
13Adad_D78h9n1WNyZ2wAg,Hotel Unger,4.0
144FjoXIVwYaUZ5wXttAIg,Best Western Plus Huntersville Inn & Suites Near Lake Norman,2.6666666666666665
148d7J-cFejkhYV89y3Jsg,Gondola Ride at the Venetian,3.8703703703703702
14P-td4m_9jVJvRDd22_Fw,Riders Inn,2.6
14aGkkC0TBXZS2qbDfPzXg,The Carlton Hotel,2.6666666666666665
157Y-QIXWnqQra78_WfW5g,The Tudor Arms Hotel,3.625
15tpk1N3mU9iyjsFpbnlOQ,192 Airport Rocket,2.5
16g0sZS0ab6cNQCdI8tr1w,Westward Ho Hotel & Casino,1.0
17fB9l8NWZRWDbbAs8iqtw,Lawrence Station,3.0
1951lHyHoo1fIVGTdUFOQg,YWCA de Montréal,4.5
19TldDfVGCnJk0MO5DLOvg,Discotech Nightlife Concierge,5.0
19umlhmVB9O3njIBfRAe8g,Fiesta Rancho,2.25
1AD9s8wfB2YT4aOb4QXxiA,Bob Evans,3.0
1CxCa62S7kEhL7nIbaY4Hg,Bob Evans,2.6666666666666665
1E1je_htFWU-CCcCRqGcHQ,Orbit Bus System - City of Tempe,2.8
1Ea8OdwUO3T1up9gYgW39Q,Monte Carlo Inn - Oakville Suites,4.0
1EnACUiEn9RkK0YU5rvMfA,Volaris,1.0
1EyLD1m0xBP5Jxk9QiFavQ,Dream Cars Las Vegas,5.0
1FkUTet5GQ5mVwNLw_Ds4g,Imbibe Tours,5.0
1GLJHF1aIrKujEmfEBHPYQ,Sand Highway RV Rentals,5.0
1GcTd5Ii5fgIP2zmcbVPAA,Aloft Montreal Airport,3.6363636363636362
1HXi1zEVC9McQXdSyG6STg,Wilson Subway Station,2.0
1J4xQAz-4MfOmyFoyKIRZA,Microtel Inn & Suites By Wyndham Champaign,1.0
1OJP-q02AVpqqlGo1T8AnQ,No 53 Frederick Street B&B,5.0
1Ps4DnaOJ4hp9wPFb7i0gA,Smart City Hostels,4.0
1QlPD5kYn3Yb-yDpuVa4bg,Budget Loge Downtown,3.0
1R5hIT8fBDpDuMDoCCZNzQ,Le Saint-Sulpice Hotel,3.8333333333333335
1RIGI6BHiS9sIv-ddgD1cw,Casa Loma Escape  Series,4.142857142857143
1RKD5kqYzFcJGor2g6dBMw,Crowne Plaza Hotel Pittsburgh-Intl Airport,2.25
1SeD2yu2GDQ_RUQy97tP3A,Homewood Suites by Hilton,4.0588235294117645
1T6N959Q85RcNol_TuULew,AAA Phoenix Office,2.9166666666666665
1TTQ41NqKks69GltQSQNIA,Suncoast Hotel & Casino,3.2758620689655173
1VMccrsa7R7nzDR37HksKA,Toronto Don Valley Hotel and Suites,2.4285714285714284
1XXRwRl9OncAoOjcTT97Lg,Thrifty Car Rental,1.0
1Yv3-EoXigUhuFXsSiN55g,Barrington Car and Limo Service,5.0
1_5fQbRHciJUinP27yWBww,Pueblo El Mirage RV Resort - Roberts Resorts,1.0
1bNuhgErDlA0qgOI6gWdvw,Mirage-Treasure Island Tram,4.625
1bO-rRXmD2KwVDLQNzVAeA,Travelodge Hotels,3.0
1brdn-zjhKbQlHzmMAFCEg,Vaughans Southwest Custom Tours,4.0
1epOwPQmVHMWdHQ-FXNysA,Holiday Inn Express & Suites Madison-Verona,4.857142857142857
1gMDCGRDP8KDvve-krHdmQ,Princess Street Suites,5.0
1gYcUlax8XSqiwpePArofg,La Quinta Inn Cleveland Airport North,2.6666666666666665
1hSGeXz8tCMvi7tBkP4CTg,Red Roof Inn Champaign,1.875
1jpBooSSrmiNMWMtR9rmng,Holiday Inn Hotel & Suites Madison West,3.0
1jrugPIKX2c6QfztTu7nOw,Priority Pass Lounge,5.0
1l-6sFjSKgQ7zIlvlX8uiw,Ramada Tempe Near ASU,1.75
1l-v7CLUrCCCfm4KFqLjyA,Cruise America,2.0
1nSuZnMVoUbDDGltvHib_Q,Pink Transit Surprise Arizona,5.0
1nVTLaF1SqiT8ASKWVaZzA,The Priory Hotel,4.3
1oAfhhjyuw2uPniTLX9juw,Town & Country Ford,2.357142857142857
1p7cnSaNtB_9F8vj7Nr5HA,Hampton Inn & Suites,2.25
1pWGpIdWU7eIe_9l8mW3fA,24/7 Vegas VIP,5.0
1qTx9z8RMz7RIYKAfnpZ0A,Lillie's Asian Cuisine,3.1875
1ssoaEmmqsU-ZUW1_4McYw,Hertz Rent A Car,5.0
1t7wb97YxgMP3zAWkv2wiw,Vegas Chalet Motel,1.0
1udhTLRfcHyQ5eD7Yy4lSg,702 Helicopter,4.842105263157895
1wydHd9ouD30eRFUEy2QZg,Holiday Inn Express & Suites Montreal Centre-Ville Downtown,3.0
1xieLFUt_lgTUuGRabiMpQ,The Deuce,3.3333333333333335
21Gg_aLw_JUPpyD7cwuLqw,Freightcom,1.0
23J-3QTsfNn73Z7lc5sxLA,GlobalTranz,1.0
24AMVKpgUnwIsh6dK5dD7Q,Platinum Party Bus,5.0
24S-aiManGfjbb-fwwi2VQ,La Quinta Inn & Suites Las Vegas Summerlin Tech,2.6666666666666665
25Qrw76juedI3ClzSEDjhg,Four Points by Sheraton Charlotte - Pineville,3.6666666666666665
28wbO7znGRmBFNswTqaVFQ,Baymont Inn And Suites Waunakee,1.0
2BF45Gr_FiubZqfP-JgaRQ,River City Inn,5.0
2Bjy3F_Ga9Dt6WPxM451fg,Summer Bay Resort,3.0
2ElmrMwDntIWfDXamaID5A,Enterprise Rent-A-Car,5.0
2GUe_YE0j-w09pHPmcYIYA,Embassy Suites Cleveland Rockside,3.6363636363636362
2HIhAc5SWb9GUOru_Vc5zQ,Blu Pool at Bally's,3.7777777777777777
2HlL6EtFN74vXGUhoxri6w,Comfort Suites Phoenix Airport,4.166666666666667
2IGXj5B9B4sMWtZIlMIOyQ,Arizona Limo Bus,1.0
2IpA561FTd-LIEYb9zC6rA,Madison Hostel,4.0
2JieLs02McAWSFnqVtnDhA,Heritage Toronto,5.0
2Jn0nyCn-NvOQYvMro0x_w,Aria Sky Pool,3.0
2KxxZnzvTP3lrtgU71tk5g,Motel 6,3.0
2KyPvxkqIdJsLUjAsZBBhw,Homewood Suites By Hilton Champaign-Urbana,3.3333333333333335
2LPtM7L6FgD0gU5CvtKZVg,Meldrum Bay Inn,5.0
2MoYmEGS50Eg16fJv7Sxvg,Budget Rent A Car,1.0
2NBHRrR2srACraKxecHjNQ,Enterprise Rent-A-Car,3.0
2NdsVq0TvneQ9H_8LhGyHg,Enterprise Rent-A-Car,5.0
2Nrn5iCKKFbUPDpQXrnIsw,Foreign Money Exchange,4.916666666666667
2NsEac9xCBI05bo5l4yI7Q,Hertz Rent A Car,2.5058823529411764
2OPcIDt0TREdPJ3YI8UmXQ,C&C Auto Aesthetics,3.5
2OdZsJUp9N7o4P5nqz-rCQ,AZ Transport,5.0
2QIiv57RYkHRIt1qHv2GUA,Tarrymore Inn,3.0
2Qnr8K4Dlozmbc34jl5SWw,Equinox Hot Air Balloon Rides,5.0
2QoIgLVJBreZvBDFu4pdcg,Super 8 Twinsburg/Cleveland Area,5.0
2RG4icnCiIXuGM16Fou0hw,Beaufort Hotel,3.0
2W3bij9DEFbuwVvSqXYicw,Avis,1.0
2XviJH7LPHVPUdTd1VZCsg,Big Bus Tours - Las Vegas,2.85
2YouuAaGpZmNctof7CF5KQ,Graduate Hotel,3.5
2Z-4hTo7skFDTiMoGIQYSA,Hilton Garden Inn Phoenix North Happy Valley,3.3333333333333335
2_-1k5i1R2Rfs-mHcme8kg,Aladdin Hotel & Casino,4.5
2_Ms1mFbKauV6HHJ3R_yDw,Quality Inn & Suites,3.0
2aoKv8DjAeVBjTT9O9sx5g,Marriott's Grand Chateau,3.8933333333333335
2bERTOi719GdONFS-KN0SQ,Budget,1.5454545454545454
2d2TUrzIMou5zHSbzQsvyg,Hyatt Place Pittsburgh/North Shore,2.8
2eqoYgA2FK11oavsryNSBA,Executive Taxi,5.0
2gHJ-csflxzezLAi6JQW0w,Econo Lodge Airport,2.6666666666666665
2h-8saSbi3i5EUKBg1smVg,Courtyard by Marriott - Madison East,3.6
2h4YvkznuX0ctp2gySJYpw,Head Out To Rocky Point Mexico,3.3333333333333335
2hgN9BGgenv8mZ0A8ybhGQ,Earth Limos & Buses,3.75
2j4BMbJ_lun5EJVSVyxb3w,Sanderson Lincoln,4.454545454545454
2jphlrVF801b41EkGktlXQ,Lake Erie Limo,5.0
2lxEd3_lTcDnnWPja61nFQ,Springhill Suites by Marriott,3.0
2mEBIa3NSKyS6UIfxpKR9g,Courtyard by Marriott Cleveland Willoughby,2.8
2mbqQICIM1kfwCi-ZORx3Q,Mammoth Transportation,4.5
2nRLIDjy1-hX-aAd-IOrig,Thrifty Car Rental,1.0
2nrgO0iMljPlOj8cY6zCKg,Kennedy Station,1.0
2qLOnQtWSlTOtkfEFyWScg,University of Illinois Willard Airport,3.7777777777777777
2qzWd8l96FETBIh6aQaG7A,Comfort Inn Chandler - Phoenix South,2.6
2rrHghWVrJUYrq0I_zLktA,Hostel,2.3
2rrxHepFo0tpboNDe3tNgA,Airport Holiday Payless Rent-A-Car Systems,1.0
2smxwI4OgqikZN5M1dhtWg,"Russ Darrow Chrysler, Dodge, Jeep, Ram of Madison",1.5
2tuyNTCkBBn6182GixQTng,Radisson Admiral Hotel,3.375
2vkPcB28rcaX3BgJEGzjyw,Phoenix Car Service,5.0
2x7wI6CrxO2N_DbwsBtr5A,Hoover Dam Bridge,4.857142857142857
2y7QIszMf2J7Vcs5gcPMGg,Avis Rent A Car,2.0
2z6iC0wC4_mv4aTpBw91Bg,Las Vegas Scooter Rental & Moped Rental,3.0
2zeiMDosX4HRPx7E5h_bEQ,Lake Mead RV Village - Boulder Beach,3.8
30VTdCKNhWGhAZofJBI-5A,Union Cab of Madison,3.0
30cVbUJcsDpqaEM9V_axVQ,dbar,4.142857142857143
3108xeJY3pZ0HBlAzC5Llw,JetSuiteX,5.0
31ZXnBKNanW8SHtRaaMiIg,Holiday Inn Express & Suites Charlotte Arpt-Belmont,3.0
31jGdLcMG_jXOdx7P7Fgsg,Comfort Inn,1.0
32_3MEy0qFnJiZsj9Zqblg,Cambria hotel & suites Avon - Cleveland,4.75
34kffX28O5H1hif6i0oHOg,Les Filles du Roy,5.0
36kDbfmyqjcgH7FHdC3cFg,City Hotel Stuttgart,3.5
37CcgmovAhRkdOAvnp_tCw,Charm Transportation,5.0
37f9w8jmMwa_QQ9GDjs7hg,Herbology Tours,5.0
37pHO_A0Zsx46X7zUEkvoQ,Extended Stay America - Pittsburgh - West Mifflin,1.0
38XyP954_0I48JHiXt8_KQ,Legacy Suites Extended Stay In Phoenix,1.0
3B1E1auHJxj6HTnkaXFC7Q,Residence Inn by Marriott Montreal Downtown,3.3333333333333335
3C5cDapsxHKckHn5-cmCzg,Bob Evans,4.5
3D2MOCiHVpBOgK4mwDH4KA,Bahnhof Böblingen,5.0
3E2c4xQ8KMRmiVoMmhb3IQ,Budget,5.0
3Kmaf5ANxZlFc9RyqZftMQ,Desert Belle Tour Boat,4.583333333333333
3LAJT_gacUodtX-jC6IygQ,U-Haul Moving & Storage at Gilbert & Houston,1.0
3MHl5O3p5Hvvz4nmEHTp_g,Las Vegas Teaser Tours,5.0
3MJ1rPjbdUGCDCy8o41cxQ,Hôtel le Crystal,4.214285714285714
3Nw_mnpdpqtAJ5bRt0jsvw,Windsor Arms Hotel,2.7142857142857144
3P8c_KxQqHCom2bxR5GitQ,Siegal Suites,1.0
3SjWfxr4lN6c_eKXhFy9RA,Enterprise Rent-A-Car,4.333333333333333
3SnIRsWSl6lIYQAC-xfY7w,Bonita Travels,5.0
3SudVNXtmAfmsgD06pqIYw,LuxXpress,3.0
3Sx5-RXJXDl_mHZvHxjiGA,ibis Stuttgart Airport Messe,4.0
3TMe3C1fotlS5NRRLtMf4A,Tai Pan Tours,3.0
3UUzWUcaquBo9uyQ3oeBJg,Best Western Inn of Chandler,2.0
3Uwi0jRkPSXMMzEnPlT2GQ,Oasis Las Vegas RV Resort,3.857142857142857
3VC2agLN6SPo_R43TeM9cA,ATLAS Cab,1.0
3W4P1TQJoiXvjc1JXUiznA,Comfort Inn & Suites Surprise - Peoria,2.0
3XDUyjjklmWylWrd2NxWSw,Arizona Corporate Coach,4.0
3XmaqqVe6VOCR5w6Qs0A3A,The Westin Toronto Airport,3.6
3Z1RxOZtGjiINp9aZYWylQ,Residence Inn Cleveland Avon at The Emerald Event Center,5.0
3Z8GwbSSrheXnfnMemExNw,Acme Cab Company Inc,3.6666666666666665
3ZNKTN4QC5Evf7JYFhWvww,Rawhide At Wild Horse Pass,3.225806451612903
3_62GWpvJ4syNa7Fjzs49A,Residence Inn By Marriott,2.8
3_fIsSxN2RBovQ_6EFtLzA,Residence Inn Charlotte Concord,4.5
3dLUYAkQ-AURAel1KyHnKA,Quality Hotel Midtown,5.0
3dc-bRZqJAMrp1tPrDVq3w,Las Vegas Harley-Davidson,2.5
3dl_sFGmv9HnlttlvwLBrg,Choderwood,4.5
3f9dyGGS_LuZH9Mu_9OA8A,Gyro Mazda,3.75
3fMLTifkdTEGmkrQd_jimA,Globe,5.0
3grt8ZJ2sc0Jf_MEgg8rpQ,Live In Residential Weight Loss Camp,5.0
3kQarjSJYYo9nGAkFjbWYg,Fairfield Inn & Suites by Marriott Madison East,2.0
3kryaEoWVoWf6O7OpG_CxQ,Toronto Airport Express,3.5555555555555554
3ks-j45bDmTeyqfhAZdFhA,Allegiant Airline,4.0
3mWjJx9hYj2MGaUZmw4X2w,Avis Rent A Car,1.0
3n-J6li_zQQD7g0lMIEN2g,Enterprise Rent-A-Car,1.0
3n4ckCpwMAzqHzK5uGFcdg,Badger Bus,2.0
3n685UjMonF4fjBcILXkJg,Hampton Inn Pittsburgh University/Medical Center,3.75
3oFYETX991A3eAPaVF5aew,Rick's Restorations,2.6666666666666665
3ocujhnrwzYwDpTUIRad2Q,ProStar Auto Transport,4.25
3p0SYIaMbJ8j-yeK_do5Qg,Longhorn Hotel & Casino,2.8461538461538463
3pQ4KSnOX9Y2IEMJvGFxUg,Hertz Rent A Car,2.347826086956522
3pfAT4rgf8MmnoAPhkcU3A,Bob Evans,1.0
3pp41XQ0WJGqFnF1r8QCZQ,Apex Balloons,4.8
3q_xIymNhD3ads6YW9uaMg,J Sullivan Travel,1.0
3qe-OzlNyEs3JOUAjuCsBQ,Avis Rent A Car,4.0
3rArh1Z3BS_6CWVbaFCHPg,Accomodation Viger Hotel,3.0
3sY2B1LF4r7X6oEjE9UaoQ,Sunrise Inn,3.0
3stghxsJ7dmFNCzB6cTDMQ,SpringHill Suites Phoenix Tempe/Airport,3.6666666666666665
3tBRBsiTi6JJz3CJ7DcS_w,Skinny Chick Fat Chicken,4.333333333333333
3w2r3xfNnykbyNsTLW2t5A,Travelodge Las Vegas Center Strip,2.5
3w61Axijx7_QlyXUz8bP_w,Travelodge Phoenix North,1.0
3w95WQI8e7om_P1HtC0nyw,No Limits Scuba,5.0
3wKRsBap2QUzKolsKMGrmw,Pittsburgh Airport Marriott,3.0
3xSZ7bY228TX_0H4HjgeiQ,Thrifty Car Rental,1.0
3z0ZuDvPxCUsitRrpd9GJw,Co-op Cabs,2.2
3zPeoY0HwIEW-HlX4iXRlQ,Quality Inn & Suites Of The Sun Cities,2.0
3zdicvwBfRNaZTOwwupWQA,Zipcar,1.6666666666666667
4-0Z-GOAgpqcvqBy9mHV5g,Lothian Buses,2.5
4-dpdzSCWtVtVxOdvVFg2w,McCandless International Trucks,1.0
