,business_id,review_id,stars,user_id
44,-zCngfAQdoS5Nfr_-G0N5w,XkeO5SRVhTBRlMKsaKh50w,5,5V8eXkTJb6IejJkMDaj_Bw
45,YkHd_jANsjKWZu42xhkaKw,to7NzIJWJrokfAt0rHuXJA,4,5V8eXkTJb6IejJkMDaj_Bw
46,NvSQR7wbsG5f8ku4oDLT5g,0aJnVl_6_YGuGketKJRiMA,5,5V8eXkTJb6IejJkMDaj_Bw
47,n9r6Rxr3gxbZiSHWEB7ujg,BnQ2y1I72Sclf0O7DOTnuA,5,Y76nS3L426UCz7N_1pUfUQ
48,iihSyIgl_1Kz7QU5s0R7bQ,RMvkcAKsiy1UR-Af1E4fSw,4,Y76nS3L426UCz7N_1pUfUQ
49,mPeD3z6k0JLNZIM9ow9hrg,ODeexVZ37RseVHaUfuN79A,5,Y76nS3L426UCz7N_1pUfUQ
50,u-67zd1ImTv3EEr5kIdWrA,7HEZa0B-MzLnDkRp8j50sw,4,Y76nS3L426UCz7N_1pUfUQ
51,148d7J-cFejkhYV89y3Jsg,auEhUsFnc99eDSS7i8x-gQ,4,Y76nS3L426UCz7N_1pUfUQ
52,-kG0N8sBhBotMbu0KVSPaw,NqDXy5WUfQ2gJv4YUzIJow,4,jierO7pbroyHWTjDDhMubQ
53,JmI9nslLD7KZqRr__Bg6NQ,aMgeg3Vl-UOKsaEgHDRrxg,3,jierO7pbroyHWTjDDhMubQ
54,ii8sAGBexBOJoYRFafF9XQ,kWb8t0D_LvFdMw2vWr6QGQ,3,jierO7pbroyHWTjDDhMubQ
55,El4FC8jcawUVgw_0EIcbaQ,RK1g6fEjFAGyImO62C88lw,4,jierO7pbroyHWTjDDhMubQ
56,na4Th5DrNauOv-c43QQFvA,cK6zhp36H45GXwJ-s61u9A,5,jierO7pbroyHWTjDDhMubQ
57,Wxxvi3LZbHNIDwJ-ZimtnA,NSJrOi_ng-yiEVA6Z8wSzg,4,jierO7pbroyHWTjDDhMubQ
58,wcLX8aToZJF4AR-qkpI2Ag,RbW5MuwUI-HvLf-Ne96m6A,5,35jRL9TWplCZuzScD-BOjg
59,uGupeWqih0yIcCg8anM1PA,ooCv15zESfDSkTf6l8d0gw,2,F1_kIkjV_YGFWNwewkt8-A
60,xtYiHTmunjfCN2sUaQxBjA,UrbMQDscduKnLtQjpKls9w,1,gkVCSkIePaeLX4MqK-sq9Q
61,30cVbUJcsDpqaEM9V_axVQ,ghoPAg3mRflXmDvG2tw1Nw,2,SRN1uHVsChLJAR42ryKqYg
62,VyjyHoBg3KC5BSFRlD0ZPQ,b3SAC6P5eZUNbUD9NRZj8w,4,7ZOllJ_8RKyLnHvhjkab7g
63,xZ46vw1AzyBqxy1B8yphKw,2z1BtvZPypf6sLleesVcUg,1,85Jq6l707HWj2XpFw7qPGg
64,O6sGhOjj-_SUIs7jTHKpHA,VzeGLGhTNpGVUQDBV9f4LQ,4,85Jq6l707HWj2XpFw7qPGg
65,e2WWzD4UkPw7g8UAqe3nHQ,VPJkchSdRZX7rNORZ7TPYQ,1,nOTl4aPC4tKHK35T3bNauQ
66,RGv67zRQpd6voSYgH60hjA,Ae5_js0J8H3-3I4ZfjhTag,5,w9vyalz0vT7yV5mjqUCRMA
67,fYaSaFxc79Db1EBhfLYgIw,8JxFQMlqTsnFmQNPeqOj1Q,4,G5BqF32PyIQ5IvplDvpKnA
68,QDlILDzHdulXNItV1AHasA,yo5fpu5FCZx7pM5KDdgQIA,5,G5BqF32PyIQ5IvplDvpKnA
69,fWetLvfQXqpZcBQLHldUhA,-qJCSZTtuDE2zHZqKYRnaw,3,CZs1Eq7t1fqpXV1yox-CVg
70,0K2rKvqdBmiOAUTebcUohQ,YSEo-AiFlV30Wy7FWcTm1g,5,CZs1Eq7t1fqpXV1yox-CVg
71,Ka00H3EHLLiPNpMj1V4Hcw,aBQARnEW_xghLQmXO8PDVg,4,CZs1Eq7t1fqpXV1yox-CVg
72,C6C_dc78Zhzei9wrZs-tdQ,6NRGkUJb2-LxK7o476Df-g,3,CZs1Eq7t1fqpXV1yox-CVg
73,g83WbX_recywc4DEIZ-xug,esP_-2N2S5XM_1CXxZOyYg,4,CZs1Eq7t1fqpXV1yox-CVg
74,dGLkAIlllr-h24f2gQhbqg,TvVNNhk6AD4S9DP6Ssy4rg,5,CZs1Eq7t1fqpXV1yox-CVg
75,El4FC8jcawUVgw_0EIcbaQ,Fcnm4cdBGPqgniJrEbArJQ,5,CZs1Eq7t1fqpXV1yox-CVg
76,ecBpMmQGGlUWtvPNkoYBIA,RBbZpI2nfYSVg7sFcxlJKw,1,CZs1Eq7t1fqpXV1yox-CVg
77,SMPbvZLSMMb7KU76YNYMGg,SNSNYdtMbV_axT_nB776NQ,2,CZs1Eq7t1fqpXV1yox-CVg
78,u-67zd1ImTv3EEr5kIdWrA,pbi-fmxrPgwIS287Rpq_dA,4,CZs1Eq7t1fqpXV1yox-CVg
79,fWetLvfQXqpZcBQLHldUhA,G4MU-Y0ZA2OFdMWsnpIMnw,1,Gmj-Sc5LdJXRcB2whQggfQ
80,V7FnGSzQqzmxu6hEx1dv4w,F6UdRZ3eXbr7VKcxhEVapw,5,Gmj-Sc5LdJXRcB2whQggfQ
81,XdVZQzLPHV9Zd2I8lWNf8g,OMWcK68xfhCja3qa52He3A,1,Gmj-Sc5LdJXRcB2whQggfQ
82,JmI9nslLD7KZqRr__Bg6NQ,NcSt79TaMcJ41cYlCgrxtA,4,Jt4u7qnfrk35buainfOuGA
83,A_IDuR-gZkTDdwIlJ5qRNQ,8L9u0QQZ4-R_HXQOq-KtNA,4,Jt4u7qnfrk35buainfOuGA
84,rrux602t3O8aPUuOcB6i4A,Xv6628jkfGz4dcLKl570lA,4,PVyZXgOkVtnU6966FDFhuw
85,02YwZJsj3YWcthdUVcfFuA,78-aU3No1CIlF46tSU3DPQ,3,PVyZXgOkVtnU6966FDFhuw
86,fQguRJYXGmYa4mFcpyhHmg,YTbn5bsQtDM78IY8mV6p9A,2,PVyZXgOkVtnU6966FDFhuw
87,mHw1P6XE6_2qffjp8i9a_A,TxxBC4A0Nyd53Momrb_Axw,4,PVyZXgOkVtnU6966FDFhuw
88,FvtNReV1zQxx85ENcooDeQ,HDN9_FJUlfEtyEtLV-y5ug,2,OyuZfwvIJWeOvgB7LzzIYw
89,8syeNR6GsIBp1r99vUuHhQ,-53ODUOJcZ8rVlijbcIxyQ,3,qYxGJKlYrqNgodzMWHaaGw
90,kH2-2F9nU0F1GdtNOd3USw,R6l3PZ5NPatIkJuvFpcQCw,2,qYxGJKlYrqNgodzMWHaaGw
91,thBWpIcP6vclsHS6GfI1dw,r1vYoNr0DlNh1siwkkSCFw,4,qYxGJKlYrqNgodzMWHaaGw
92,RhEvP5flF6KoPriMHmVYGg,jcPity0ZThDpce4MADC_Mw,4,Zqk-ye_OHeH_sS1JsdsLgg
93,C6C_dc78Zhzei9wrZs-tdQ,WLfVf5GpicL--RYwPxffZw,1,Zqk-ye_OHeH_sS1JsdsLgg
94,Z3dJG3W9xrxegM5j8ny74w,N5-Vx-gO1mbc76pXHd6IWA,3,Zqk-ye_OHeH_sS1JsdsLgg
95,aKcqKNcbwNydCBnvAA4TeQ,RM66c98hotpSVmyrtjnuyA,4,Zqk-ye_OHeH_sS1JsdsLgg
96,fWetLvfQXqpZcBQLHldUhA,L1TOEV3xDQDUmQAMcuKpiw,4,aD263WOD4RShoqgvVhcKqQ
97,RhEvP5flF6KoPriMHmVYGg,2C_vMwGnfWYZrnynJR-lfA,5,aD263WOD4RShoqgvVhcKqQ
98,uGupeWqih0yIcCg8anM1PA,2Y4MKIskA4ZK3pta6KOGlg,5,aD263WOD4RShoqgvVhcKqQ
99,Az_60nNuh1FH8Ds8oasZjw,c-MXCDCO3X7C7LlSdGCsoQ,5,aD263WOD4RShoqgvVhcKqQ
100,VyjyHoBg3KC5BSFRlD0ZPQ,MKt7SDbCcC5ZScsxvfDzmg,5,aD263WOD4RShoqgvVhcKqQ
101,ThNGovQZjZ5mn-ZwX_N2BQ,6YDuMiqgmUifWAPTqnHqKw,4,aD263WOD4RShoqgvVhcKqQ
102,eEnNw3_hBvxcFHyr23kAuA,yQJ-UAvfGTb7OZZgV3eO0A,1,aD263WOD4RShoqgvVhcKqQ
103,Ka00H3EHLLiPNpMj1V4Hcw,lXbrL-lbfkmbcskkBfFn_g,4,aD263WOD4RShoqgvVhcKqQ
104,t-o_Sraneime4DDhWrQRBA,1JX7t_34-AFn575nYtlaiQ,5,aD263WOD4RShoqgvVhcKqQ
105,O6-BlCviQBIEcGW4ll6ZsQ,mm07MbQb7XsjE0lgh7sc9Q,3,aD263WOD4RShoqgvVhcKqQ
106,ARbfYHjtwtddBztjaf_Qng,6DUBuUPxDswWSKcKG_ei-w,5,aD263WOD4RShoqgvVhcKqQ
107,V7FnGSzQqzmxu6hEx1dv4w,MB_GyUVlVfZnlaRMgh-nUg,1,f9oQJcK1ZRMsEsQjI_Ul5w
108,T31OpguLpvs6rkS8dZ4UHw,nklPh9jA81VyEf7qseGVfQ,3,9-g6xYlu0egzHMlhJBLC5w
109,DncyhhT6-T-_g961pbEftA,Ql5PZVojm9ISybgd2CAToQ,4,4I_woZLXCO9jaVZvDi18CA
110,hP_MRSSsJkTNL7z_gi07vg,A-iFTcqmJKjAfOobtcP1Ew,5,4I_woZLXCO9jaVZvDi18CA
111,BLIJ-p5wYuAhw6Pp6mh6mw,5gc4fmVq8t96Fp7A44L5BQ,4,4I_woZLXCO9jaVZvDi18CA
112,R6dsQhkBRq2qwwPnqommKw,ufFXw-Zj-uiHDuHcA-B0Kg,1,L8d61tDHFB5CemHBUvxn-g
113,kTbrS1HkKnxGlFMDcqTD1w,CO-EZV94OqFFR7nAiiwsww,1,L8d61tDHFB5CemHBUvxn-g
114,5iSmZO0SrKU6EoXK_1M8Kw,NryEakNixqMmfp2HWpP5dQ,1,L8d61tDHFB5CemHBUvxn-g
115,hjgr1NJPgPjEUiUn7Ejn2A,MnhX826epXRjC9q_qB2oJw,5,L8d61tDHFB5CemHBUvxn-g
116,v9u0NgjA4iQeKGevFnYSCA,Qxgw8WLSyRV4WOBok4sgMQ,2,7UL3B2II8jcNkqwMYXue9A
117,kH2-2F9nU0F1GdtNOd3USw,YO341IhW7rC3iUSsdM6OyQ,5,Sj_XGP7eX87EdhFvDnPslQ
118,FaHADZARwnY4yvlvpnsfGA,raRyiDznuF1l2JRqZWkEww,2,aaOzlp-T-GVx2Tqh9VwwGg
119,bp5ARRJu3_8CBsAS4tOWhA,mGCU5npyStZ2K7k8JDy-Zg,2,NcVpw2ppw-olEMyBde5JCg
120,PxJXsLv6cad2YJAwj_LfAw,5sAVnlByKcpwxtgvCSDjoA,4,COSQAYt7Si3734b_LWQjvw
121,H51GLza7miSx-PJf4vI7Qw,cDWyp-12k0u_845skHdLmA,4,COSQAYt7Si3734b_LWQjvw
122,3pQ4KSnOX9Y2IEMJvGFxUg,hfMSUjoYSUB5t5am4KtDOw,1,wic_pCfwv5C8p7PYwHGJ3w
123,fG0sIYdD4HPg7RKl2wX4Tg,SYvOqm0fJDoKriRiW-SvVA,5,3sGwJT3sl5hR0eIIEC5_yA
124,owLXnEhlMLsFpemYoOxNkg,o3V6h9mXn_0WM245OPhTkA,3,SfgNfFhjgFXus1x6RPfNUw
125,El4FC8jcawUVgw_0EIcbaQ,nJtwr25_k91Jo089bvAxgg,5,SHJo1dtnlOIfndhBcon-xg
126,SMPbvZLSMMb7KU76YNYMGg,a0d1WPEyltwiNGXhUJYvbQ,5,SHJo1dtnlOIfndhBcon-xg
127,qjnJFZtsY_nfRzoL3J_UWQ,NF29KYDHMeqNq8n3BuB8Dw,4,SHJo1dtnlOIfndhBcon-xg
128,eEnNw3_hBvxcFHyr23kAuA,EJ5MKomKZHxMouAAZxaNBQ,4,tiefKGyzBS3gBPCD2RplwA
129,NpgOB1s1qnWBfVykqe5zpQ,7XVcZCYlUr79EV0_GLpeWA,5,tiefKGyzBS3gBPCD2RplwA
130,Az_60nNuh1FH8Ds8oasZjw,lsdJVc1ANAyG40c7rpzVEw,5,-57uOzAWlx__p6QlX1pojA
131,SMPbvZLSMMb7KU76YNYMGg,zlAeLkqGv9RfKKxnbZf-MQ,5,-57uOzAWlx__p6QlX1pojA
132,FaHADZARwnY4yvlvpnsfGA,olXdwvWhp1vz6mWMjNi_9g,5,-57uOzAWlx__p6QlX1pojA
133,vx1gUYqYQE2O5rfOrUi-Cw,N3QHetCsNRIKOFRXW3GA6Q,5,SLhT2K8bKLZWKG3I8uGK5Q
134,Az_60nNuh1FH8Ds8oasZjw,wL0xCiNNq-exwF9VWGFylg,5,W8Cazfpt-rj_HHa1K_fgmA
135,t-o_Sraneime4DDhWrQRBA,RgNuciIqNpTbR6FzSGkRBA,5,W8Cazfpt-rj_HHa1K_fgmA
136,Wt6TiAPpOonQgUlcbZCjlQ,gFBYEE6RPeKOpEuS0N4VhQ,5,WeuiEZwaep-FoFtrVgI3WQ
137,fXU5znT-XHciIntiUFBQIw,ucUTeeYnOu1MybrkU_sxiw,5,mvq6mTZBd3mdDg_bZRWiuQ
138,xkGquJpL_-nAg-ZDaVHjPA,nyjAFdHmaisMH6IGDmTOJA,4,mvq6mTZBd3mdDg_bZRWiuQ
139,5iSmZO0SrKU6EoXK_1M8Kw,Bu5fCwUTTlGeReRqQcaxbA,4,mvq6mTZBd3mdDg_bZRWiuQ
140,dWFUKB_HPBIE87AFBHEb_w,BBGnjNbu1bZ9YFClQ-EHkg,1,xammeA3ftpFoAN13v5Blyg
141,E7wlbsQgh4S38ESTSdMe-Q,OXQlTzcH_WTMGk8w2iBpJQ,5,jU9ayTUz3YnIDlad8vWWHw
142,iVyFwsOt8v7_PI_PHE4EPw,33LP7H8lMEvnJRtGRvkxGA,1,6C05z4-098GflCFuQYxKAw
143,QZL6INeaqSoCvouz7q-CWg,MPux7YwKoXqcPe6BUUzT5A,5,dMx-PR1ujNveu6kdQU5Q7w
144,LxPNKVBrbqIHog3MI-rkDQ,UShpQVIjEMBnnOd8ITGQog,5,TbZQOj4phNWx2AaR89n7Ww
145,t-o_Sraneime4DDhWrQRBA,X9eGNT1yfyAwwwYabW5CCg,5,P-WrSbEx-lY_HSJsYA3ijg
146,XZcy57Yznrd2AUATaLu1dw,SYAW65KxM02wwhMnLCr8mw,2,pwBcM9wxH9QUr_JAFbg7bg
147,rsoxgyfSdtPWf5qbqgfoFw,t3C1sHUUpnPuqlhxdxMd-A,5,3PSmslXPps8aBmSA6mk-9w
148,dc3uoAmNo5STqKV6mlD_aA,ze6p2tXFjd3nIf_iBrTV9g,5,J2Aii7GdFK7Caxem6pk7rQ
149,JmZj7wzAJ7_4ksjG9WXdqw,_dRhlDFPouOxXfGh6BhrkQ,2,J2Aii7GdFK7Caxem6pk7rQ
150,52Sh4GgmN08d_enFbsBsKQ,mxG-iPtNX5C3WfA_af2tPQ,2,bcxcQhp0sKYd9eUnEVUzPA
151,yzCAEfnUpQtrO8s9AfD46g,dWb0AhVXrQXPLFyDUUU_Tg,5,bcxcQhp0sKYd9eUnEVUzPA
152,WiWCtinRtykBC6DCg6w3Fg,hiPMue9TiJBQiVWpX8ABpg,3,IZXnSMdOkVdFH-mw6zQBbA
153,QalBgQ2z_Fc83xFGG6CgLg,Ig0tZtujCHES8nTUehKZaQ,3,IZXnSMdOkVdFH-mw6zQBbA
154,IEMIHH9xHqQXljQiawNOVg,Rz1_wFAEBVRkBm68kxAWSQ,5,bcxcQhp0sKYd9eUnEVUzPA
155,FzxdbuXZXALR2yNRNx8PUA,xdheslvtaVT-9SmDy31JyQ,1,TY8L79CPoKLEiBmd5aQzuw
156,ii8sAGBexBOJoYRFafF9XQ,VTUvi8LLcjOyzN0UTqg3KQ,2,fVh5YZ4acN8mLqJBS8Q_Kg
157,9wjTzw8bEYOTQJk41V8WQw,TyQ2S9teqRYc14wI5vWrwA,2,Hm0diOkWwpo9zotlJlqMUQ
158,81-wh-qHg2hvwHQBjC0Q-w,jGXieOtPCYdR4pnlA3zQ1Q,4,Hm0diOkWwpo9zotlJlqMUQ
159,szWfpLdcJVrpqVJQA3fhJw,bz20YqRDNL1DdJF6UbsG3Q,5,Hm0diOkWwpo9zotlJlqMUQ
160,n0SSApg8pIMu9uWr7IvxcQ,F30SpbMNX4u1JonzwtRT9Q,4,Hm0diOkWwpo9zotlJlqMUQ
161,VyjyHoBg3KC5BSFRlD0ZPQ,NwnrBA6syI9E_aiBbMjofg,4,snDjs1hdh7JOWv4jjbXPDw
162,WYw3Uf56DT5IwpaLNnCH5Q,mD-_7UM_incu2FN14CUUuw,4,snDjs1hdh7JOWv4jjbXPDw
163,5LNZ67Yw9RD6nf4_UhXOjw,MlIEsSuqahloqENPTjWSNg,4,snDjs1hdh7JOWv4jjbXPDw
164,z8XIldYr65CKOz8yOI5R8A,021kaKLHsUySUPLY4bJy_g,5,SNBX_-OaklunfC-4IwfyOQ
165,4Wv0Ohwq_6VstsVQGl8dsA,qSqMnNauZv0VTCXx06lglA,2,VUBoa0gpUQ08qACbZJU_xg
166,4OrIaoOwokYf5NNLjZk8cg,lM9hL3OjUVKZO2lEqhrxxA,5,XO0UfcfbYOrcjtggHeZN2w
167,yQab5dxZzgBLTEHCw9V7_w,z6EqPORUvFxFyDVqvhQVjQ,2,XO0UfcfbYOrcjtggHeZN2w
168,R43QH4FqHOOJapm5TaCEVg,VDzCRgAdeAUWZNjLo6WS6A,1,sxMtX0kIfFWt_1hncNI5-w
169,eAc9Vd6loOgRQolMXQt6FA,B0L9LJrjuMTqEfrHSwejTg,5,2U5VJvQ17FtB0wAmpaMowA
170,hrhtWc8UcoZqYr2d7YPgEA,rrZBGCrIOUGZDfWn-CLrrA,4,2U5VJvQ17FtB0wAmpaMowA
171,zfwuWqm8X7IZXieYwiy1fw,xL9W0e3suMG6_4uor6mV9g,5,dIMJj6UUUaFxQ7mGyFconw
172,DaDUwtlc7ZmWR-BuORMqpg,5Z1Y4Kd91EpHMt2IkRfJsQ,5,fdFu_5zsW9Vv2Il5elnjVg
173,Mtuqu_1qlxzuyrSt-EWdIg,0YMYJnR7DUuo_JaiHHVdcg,1,AHAfJZYpKPqOi-wMLMW6uw
174,Gr_TkW3iFdgahixONGBsww,yyAhjbqeSvVN-QPJLyaJGg,5,_7FSSFpQgpjmRIG-6lL6_w
175,YQbIopqTu_Ngm2BdIM5kpA,WIwvMMwoH_aejPO4hoX1aw,3,_7FSSFpQgpjmRIG-6lL6_w
176,BV5aiE5jxaUyCbiYpUEF_w,dHipY2Lp3RyakT9HEd3nNQ,2,_7FSSFpQgpjmRIG-6lL6_w
177,5coRSpthYajgefF9R1cXDQ,98nW5DkQDVMMU5XWqz95Zg,1,AN-EdgTLf-n2lqMnohBsEw
178,Iv5uLuPULugH4YG3nyNBcw,c8kCo3bG4ihMyCzO1xtcKg,3,UVxY0iyPaqY7s4BSFtt-xA
179,ngaz2hdMVYJj6qTTEY_VJg,qYuD3DPyzlc8U37DHF3B7Q,4,UVxY0iyPaqY7s4BSFtt-xA
180,rIHt5dCEPotEn-gy6IUT_A,C8bhNlfQI7v5JMnysSORZw,4,UVxY0iyPaqY7s4BSFtt-xA
181,if59L5DHM4pPMrCx9HuD8A,9jmDvmtvT_ansiISy5iJNA,5,UVxY0iyPaqY7s4BSFtt-xA
182,e3b8cC7EkVHmrXvVgHyRcQ,vA6MDIcVwUvrecCu6TeXKA,3,UVxY0iyPaqY7s4BSFtt-xA
183,spfVKWaZYdJkwHXSwK3BkQ,cflGwUralq7gtovg_NGVog,4,UVxY0iyPaqY7s4BSFtt-xA
184,WR18M4vP4g1jXfNsd9lYjQ,XFieqg2-kfzkTf7o0DTndg,5,UVxY0iyPaqY7s4BSFtt-xA
185,iG7EvEJ7tzAcoA-GMk6QSA,1kt0hXeLng8JbZ-eOADyew,2,UVxY0iyPaqY7s4BSFtt-xA
186,fYaSaFxc79Db1EBhfLYgIw,sitR4mAZFuK-unIEknQuVQ,4,UVxY0iyPaqY7s4BSFtt-xA
187,cbLEGyROMNKbOZpEah3seQ,wtB4ie5eKI3PacCLRL1-CQ,3,UVxY0iyPaqY7s4BSFtt-xA
188,JmI9nslLD7KZqRr__Bg6NQ,wN9BxaPhI96jTEfIAy9Egw,4,UVxY0iyPaqY7s4BSFtt-xA
189,vx1gUYqYQE2O5rfOrUi-Cw,2anDsdM47tUxGhg62ASVLA,3,UVxY0iyPaqY7s4BSFtt-xA
190,5CN31w91vmWyMC7N6CKGVQ,54TgbWKTv8lJ2dAqZLBYmA,1,Vv1jaDcK9fdaqGwODB0AcA
191,aEL5t0JAArsrt6SonM5PRg,H88x_JPQtIIMNmuAYngqhQ,2,Vv1jaDcK9fdaqGwODB0AcA
192,fE9SP84G6TZrv36FLbCy7w,mshJEriyOJEr7V-mQIVBPg,4,YvqFcX5s0cHhqAFrXvNOHw
193,pGLI8cMlay44bxYYjb4yIQ,MzS5D5Ob6uN5WXhKj7N10g,2,YvqFcX5s0cHhqAFrXvNOHw
194,LxTu9KAl5W-zC-MhCA3lqg,wARNoBZt9vD0KEmIdSUjwA,4,b4ZbEEDbCPT6pVT4ImJU4w
195,JQRCe4txf9BvBuWwpoYeMw,IQPT2WoMK96tysa1Rx_QMA,3,b4ZbEEDbCPT6pVT4ImJU4w
196,g83WbX_recywc4DEIZ-xug,fboe6A6bYfNjqEdMLtxS8A,5,Ba4u91hRIl2iGSyeI7AS3A
