,business_id,total_ratings
122,0Zb-kM0JZ08WCBiCEHixSw,27
123,0_zwC5tHrz_4wna4zmCnpA,13
124,0cqpUbyTuMTWFWNRTFmySQ,2
125,0dFOy1BeJWuYTyIsi-gAqw,1
126,0eUzjx4qLL-uvYsK5P3iTg,2
127,0eqe6VK_yvHgclMjLeRnzw,5
128,0eqiQ6njUxGcFKYr8CNKkA,2
129,0fEozo1S9hDmANZ0iQfqXA,1
130,0fx4CHfmhwGttZlA-KHV1w,1
131,0j9xr-QfxfSKHsCUaCDAug,4
132,0l9jhK1pm_3JzZE5eYGGww,17
133,0lXFrqQI__UNHgmgnUVjOA,4
134,0mgyXrx0yfYNQyBpKCd3XQ,1
135,0nasnxiDSVmFmh7s9sxBAQ,4
136,0nc1B-3rKnvFawMtf8Swgw,4
137,0njBUTdzezTeR64Ay639_Q,5
138,0pqw878RsDJAANc1HhcuSg,1
139,0q_g4jpc9iod5swiru7n1g,11
140,0rKN8zVTqrVvV7iObVos2w,4
141,0w7vOlSD9tBS7piUA6lawA,2
142,0x-mYPoatVE0DNlZhha0_w,1
143,0xAjSfNvZ4zluHpCeBX9Pg,1
144,0xGNmy8DERwwqO3V5jNR6Q,3
145,0ydy2fdDg6kpGy1dbnHYsQ,13
146,1-3QXTEwl1pfZn9kXFgN3Q,2
147,1-6EbebALTKmdv7v4iXdXA,1
148,1-rUjW65plaAjIMVMJjP_Q,1
149,11xFO2mQEuigL5f-LR34wg,1
150,12OrLfd1RvLWxBH0qSfruQ,3
151,12SXa3botrXO_vUNBij-aA,1
152,13Adad_D78h9n1WNyZ2wAg,1
153,144FjoXIVwYaUZ5wXttAIg,3
154,148d7J-cFejkhYV89y3Jsg,54
155,14P-td4m_9jVJvRDd22_Fw,5
156,14aGkkC0TBXZS2qbDfPzXg,3
157,157Y-QIXWnqQra78_WfW5g,16
158,15tpk1N3mU9iyjsFpbnlOQ,2
159,16g0sZS0ab6cNQCdI8tr1w,1
160,17fB9l8NWZRWDbbAs8iqtw,1
161,1951lHyHoo1fIVGTdUFOQg,2
162,19TldDfVGCnJk0MO5DLOvg,7
163,19umlhmVB9O3njIBfRAe8g,24
164,1AD9s8wfB2YT4aOb4QXxiA,5
165,1CxCa62S7kEhL7nIbaY4Hg,3
166,1E1je_htFWU-CCcCRqGcHQ,5
167,1Ea8OdwUO3T1up9gYgW39Q,1
168,1EnACUiEn9RkK0YU5rvMfA,1
169,1EyLD1m0xBP5Jxk9QiFavQ,2
170,1FkUTet5GQ5mVwNLw_Ds4g,3
171,1GLJHF1aIrKujEmfEBHPYQ,4
172,1GcTd5Ii5fgIP2zmcbVPAA,11
173,1HXi1zEVC9McQXdSyG6STg,1
174,1J4xQAz-4MfOmyFoyKIRZA,1
175,1OJP-q02AVpqqlGo1T8AnQ,1
176,1Ps4DnaOJ4hp9wPFb7i0gA,3
177,1QlPD5kYn3Yb-yDpuVa4bg,4
178,1R5hIT8fBDpDuMDoCCZNzQ,6
179,1RIGI6BHiS9sIv-ddgD1cw,7
180,1RKD5kqYzFcJGor2g6dBMw,4
181,1SeD2yu2GDQ_RUQy97tP3A,17
182,1T6N959Q85RcNol_TuULew,12
183,1TTQ41NqKks69GltQSQNIA,58
184,1VMccrsa7R7nzDR37HksKA,7
185,1XXRwRl9OncAoOjcTT97Lg,2
186,1Yv3-EoXigUhuFXsSiN55g,1
187,1_5fQbRHciJUinP27yWBww,3
188,1bNuhgErDlA0qgOI6gWdvw,8
189,1bO-rRXmD2KwVDLQNzVAeA,4
190,1brdn-zjhKbQlHzmMAFCEg,1
191,1epOwPQmVHMWdHQ-FXNysA,7
192,1gMDCGRDP8KDvve-krHdmQ,1
193,1gYcUlax8XSqiwpePArofg,6
194,1hSGeXz8tCMvi7tBkP4CTg,8
195,1jpBooSSrmiNMWMtR9rmng,10
196,1jrugPIKX2c6QfztTu7nOw,1
197,1l-6sFjSKgQ7zIlvlX8uiw,4
198,1l-v7CLUrCCCfm4KFqLjyA,4
199,1nSuZnMVoUbDDGltvHib_Q,1
200,1nVTLaF1SqiT8ASKWVaZzA,10
201,1oAfhhjyuw2uPniTLX9juw,14
202,1p7cnSaNtB_9F8vj7Nr5HA,4
203,1pWGpIdWU7eIe_9l8mW3fA,2
204,1qTx9z8RMz7RIYKAfnpZ0A,16
205,1ssoaEmmqsU-ZUW1_4McYw,1
206,1t7wb97YxgMP3zAWkv2wiw,1
207,1udhTLRfcHyQ5eD7Yy4lSg,19
208,1wydHd9ouD30eRFUEy2QZg,5
209,1xieLFUt_lgTUuGRabiMpQ,39
210,21Gg_aLw_JUPpyD7cwuLqw,1
211,23J-3QTsfNn73Z7lc5sxLA,3
212,24AMVKpgUnwIsh6dK5dD7Q,3
213,24S-aiManGfjbb-fwwi2VQ,9
214,25Qrw76juedI3ClzSEDjhg,3
215,28wbO7znGRmBFNswTqaVFQ,1
216,2BF45Gr_FiubZqfP-JgaRQ,1
217,2Bjy3F_Ga9Dt6WPxM451fg,1
218,2ElmrMwDntIWfDXamaID5A,1
219,2GUe_YE0j-w09pHPmcYIYA,11
220,2HIhAc5SWb9GUOru_Vc5zQ,9
221,2HlL6EtFN74vXGUhoxri6w,6
222,2IGXj5B9B4sMWtZIlMIOyQ,1
223,2IpA561FTd-LIEYb9zC6rA,8
224,2JieLs02McAWSFnqVtnDhA,1
225,2Jn0nyCn-NvOQYvMro0x_w,2
226,2KxxZnzvTP3lrtgU71tk5g,2
227,2KyPvxkqIdJsLUjAsZBBhw,3
228,2LPtM7L6FgD0gU5CvtKZVg,2
229,2MoYmEGS50Eg16fJv7Sxvg,2
230,2NBHRrR2srACraKxecHjNQ,2
231,2NdsVq0TvneQ9H_8LhGyHg,2
232,2Nrn5iCKKFbUPDpQXrnIsw,12
233,2NsEac9xCBI05bo5l4yI7Q,85
234,2OPcIDt0TREdPJ3YI8UmXQ,2
235,2OdZsJUp9N7o4P5nqz-rCQ,2
236,2QIiv57RYkHRIt1qHv2GUA,1
237,2Qnr8K4Dlozmbc34jl5SWw,2
238,2QoIgLVJBreZvBDFu4pdcg,1
239,2RG4icnCiIXuGM16Fou0hw,2
240,2W3bij9DEFbuwVvSqXYicw,1
241,2XviJH7LPHVPUdTd1VZCsg,20
242,2YouuAaGpZmNctof7CF5KQ,6
243,2Z-4hTo7skFDTiMoGIQYSA,3
244,2_-1k5i1R2Rfs-mHcme8kg,2
245,2_Ms1mFbKauV6HHJ3R_yDw,1
246,2aoKv8DjAeVBjTT9O9sx5g,75
247,2bERTOi719GdONFS-KN0SQ,11
248,2d2TUrzIMou5zHSbzQsvyg,15
249,2eqoYgA2FK11oavsryNSBA,2
250,2gHJ-csflxzezLAi6JQW0w,9
251,2h-8saSbi3i5EUKBg1smVg,5
252,2h4YvkznuX0ctp2gySJYpw,3
253,2hgN9BGgenv8mZ0A8ybhGQ,24
254,2j4BMbJ_lun5EJVSVyxb3w,11
255,2jphlrVF801b41EkGktlXQ,3
256,2lxEd3_lTcDnnWPja61nFQ,7
257,2mEBIa3NSKyS6UIfxpKR9g,5
258,2mbqQICIM1kfwCi-ZORx3Q,4
259,2nRLIDjy1-hX-aAd-IOrig,3
260,2nrgO0iMljPlOj8cY6zCKg,1
261,2qLOnQtWSlTOtkfEFyWScg,9
262,2qzWd8l96FETBIh6aQaG7A,5
263,2rrHghWVrJUYrq0I_zLktA,10
264,2rrxHepFo0tpboNDe3tNgA,1
265,2smxwI4OgqikZN5M1dhtWg,2
266,2tuyNTCkBBn6182GixQTng,8
267,2vkPcB28rcaX3BgJEGzjyw,1
268,2x7wI6CrxO2N_DbwsBtr5A,14
269,2y7QIszMf2J7Vcs5gcPMGg,3
270,2z6iC0wC4_mv4aTpBw91Bg,2
271,2zeiMDosX4HRPx7E5h_bEQ,5
272,30VTdCKNhWGhAZofJBI-5A,15
273,30cVbUJcsDpqaEM9V_axVQ,7
274,3108xeJY3pZ0HBlAzC5Llw,3
275,31ZXnBKNanW8SHtRaaMiIg,4
276,31jGdLcMG_jXOdx7P7Fgsg,1
277,32_3MEy0qFnJiZsj9Zqblg,4
278,34kffX28O5H1hif6i0oHOg,1
279,36kDbfmyqjcgH7FHdC3cFg,2
280,37CcgmovAhRkdOAvnp_tCw,3
281,37f9w8jmMwa_QQ9GDjs7hg,1
282,37pHO_A0Zsx46X7zUEkvoQ,2
283,38XyP954_0I48JHiXt8_KQ,1
284,3B1E1auHJxj6HTnkaXFC7Q,6
285,3C5cDapsxHKckHn5-cmCzg,2
286,3D2MOCiHVpBOgK4mwDH4KA,1
287,3E2c4xQ8KMRmiVoMmhb3IQ,1
288,3Kmaf5ANxZlFc9RyqZftMQ,12
289,3LAJT_gacUodtX-jC6IygQ,1
290,3MHl5O3p5Hvvz4nmEHTp_g,1
291,3MJ1rPjbdUGCDCy8o41cxQ,14
292,3Nw_mnpdpqtAJ5bRt0jsvw,14
293,3P8c_KxQqHCom2bxR5GitQ,1
294,3SjWfxr4lN6c_eKXhFy9RA,3
295,3SnIRsWSl6lIYQAC-xfY7w,1
296,3SudVNXtmAfmsgD06pqIYw,2
297,3Sx5-RXJXDl_mHZvHxjiGA,3
298,3TMe3C1fotlS5NRRLtMf4A,1
299,3UUzWUcaquBo9uyQ3oeBJg,5
300,3Uwi0jRkPSXMMzEnPlT2GQ,21
301,3VC2agLN6SPo_R43TeM9cA,2
302,3W4P1TQJoiXvjc1JXUiznA,1
303,3XDUyjjklmWylWrd2NxWSw,3
304,3XmaqqVe6VOCR5w6Qs0A3A,5
305,3Z1RxOZtGjiINp9aZYWylQ,1
306,3Z8GwbSSrheXnfnMemExNw,3
307,3ZNKTN4QC5Evf7JYFhWvww,31
308,3_62GWpvJ4syNa7Fjzs49A,10
309,3_fIsSxN2RBovQ_6EFtLzA,2
310,3dLUYAkQ-AURAel1KyHnKA,1
311,3dc-bRZqJAMrp1tPrDVq3w,6
312,3dl_sFGmv9HnlttlvwLBrg,2
313,3f9dyGGS_LuZH9Mu_9OA8A,4
314,3fMLTifkdTEGmkrQd_jimA,1
315,3grt8ZJ2sc0Jf_MEgg8rpQ,1
316,3kQarjSJYYo9nGAkFjbWYg,1
317,3kryaEoWVoWf6O7OpG_CxQ,9
318,3ks-j45bDmTeyqfhAZdFhA,1
319,3mWjJx9hYj2MGaUZmw4X2w,1
320,3n-J6li_zQQD7g0lMIEN2g,1
321,3n4ckCpwMAzqHzK5uGFcdg,1
322,3n685UjMonF4fjBcILXkJg,8
323,3oFYETX991A3eAPaVF5aew,6
324,3ocujhnrwzYwDpTUIRad2Q,4
325,3p0SYIaMbJ8j-yeK_do5Qg,26
326,3pQ4KSnOX9Y2IEMJvGFxUg,46
327,3pfAT4rgf8MmnoAPhkcU3A,1
328,3pp41XQ0WJGqFnF1r8QCZQ,15
329,3q_xIymNhD3ads6YW9uaMg,1
330,3qe-OzlNyEs3JOUAjuCsBQ,2
331,3rArh1Z3BS_6CWVbaFCHPg,2
332,3sY2B1LF4r7X6oEjE9UaoQ,4
333,3stghxsJ7dmFNCzB6cTDMQ,9
334,3tBRBsiTi6JJz3CJ7DcS_w,3
335,3w2r3xfNnykbyNsTLW2t5A,12
336,3w61Axijx7_QlyXUz8bP_w,1
337,3w95WQI8e7om_P1HtC0nyw,9
338,3wKRsBap2QUzKolsKMGrmw,2
339,3xSZ7bY228TX_0H4HjgeiQ,2
340,3z0ZuDvPxCUsitRrpd9GJw,5
341,3zPeoY0HwIEW-HlX4iXRlQ,3
342,3zdicvwBfRNaZTOwwupWQA,3
343,4-0Z-GOAgpqcvqBy9mHV5g,2
344,4-dpdzSCWtVtVxOdvVFg2w,1
345,4-ipaAiQPjUy6eSSZVcruw,2
346,40tDe2wx20xL7ulMX588TA,1
347,41JRHo_PTchaurwjakXKGQ,2
348,41eBaz8g5r8n1uO9KCIUCQ,1
349,42M_1n0do3V7gWbm-SB-qw,7
350,42sGOp3T7mR8joyzLt4g2A,2
351,42sLimmGYSxUiFmJS7mLlw,1
352,43EyUWL5ZepqOw4Q-dOYiQ,2
353,44WYof8LlBf8b0SPPgE6sw,6
354,45LsbisLHRG0IcNt2_aWmQ,8
355,47b5uzlidN1yZz0gqnFOHw,1
356,48FCF15JzGtyeXO5Y-4RIw,1
357,4CsaeCbJeQ3A6y5knN6W9g,21
358,4D2bF5hN7_mGno3bN3FEfw,2
359,4GXII-GU7S0ZyU6ElkhscQ,231
360,4HudfLgcMH5WRD68MhvMAw,1
361,4IGaWH9jUYMtP2uHIFEqFQ,90
362,4IM8qHPI_EAw8H40iO6_rg,20
363,4JJb-kwTHdd6js19RXv3Kg,1
364,4K1TXTFqrLKddR46_49Fug,1
365,4MERowJUhWBZOoBrzGlo3A,1
366,4MoVLdEOu-S9KDj9cR8gdA,1
367,4O3IeO7gJOkrBBZ8lHrKxg,9
368,4OrIaoOwokYf5NNLjZk8cg,18
369,4PfJd3TnKubUCr0FEvdLWg,3
370,4Rq2kF6HnqgsoR6819_lbA,6
371,4RuvoRz8FecCb5lVCz2uOw,11
372,4SEydUWH9_gX383Hkdxtog,1
373,4TPm-Y9mdYs984ui60cqCA,5
374,4TnxVgLwes8XfWhPs0loUQ,3
375,4TvHYHjBxegU7dEVkNu7oA,5
376,4VHp2gei1bpY68ZzEZE9Bg,6
377,4VQuPEpXTjJtJhmfo_QEgw,1
378,4WXGO8RoCTMiNUOzZVPCdg,1
379,4WraTqIs_aijQ-0ck67twQ,1
380,4Wu1TASrC89-JVoxB3xJtQ,2
381,4Wv0Ohwq_6VstsVQGl8dsA,14
382,4X3T5zycuirgMuwDIMNVPA,3
383,4XeNjQdqG8_2lEDS2CNp2A,26
384,4Xvxiim8m2sDu48Cux_bHw,4
385,4Yj5O3Jl3w9tcw844fEzoQ,3
386,4YyCjw04ETUy_jStqEaM_Q,1
387,4ZWaYiCN9_WwWLIZdF801g,3
388,4a7qlJHmi0ZN03c5P0gMQQ,4
389,4bkEDLMcuPXez2prIf0enQ,12
390,4dYIIpO5LWLjdRKUKvUY0g,5
391,4detZfo7cgQVoKsxW3woxA,4
392,4ecT2Mkc8C_AlCkPvMH4DQ,4
393,4fk6A9Lcn1CaaRQIa8ESrw,16
394,4gAdbWT_B7D8HZBmsvr84A,2
395,4glZtu7UodFIZ0t_7pYMXQ,3
396,4iB4J5fxd8tbYklDAnaD5g,89
397,4katGT6PHjkpErne6Pq3pQ,19
398,4lpvbMfXQw2rUz16N_KtsA,9
399,4mIyRDV4a1krLYC7Nfn_DQ,1
400,4mfEfFf_2kzNnHqr9gnjmg,3
401,4mmuMuxPK7glmgmF9mZimg,1
402,4mrNkQaK0GT1Y2RL68H6rA,1
403,4ovtrDTXvLK5dDdD09Ecug,7
404,4p-yipDI4ax4BrkGuVSfiA,36
405,4p6_zMR8NMwJx05r_2XanQ,6
406,4pIU8SSmbivt73tMRGVs1A,4
407,4pUsOe7T7FHFRPhKAa-M0Q,3
408,4pcdY5tFhAUOFK5lG_tcuA,11
409,4raEjmyYixynp-NAOXPZ6A,1
410,4rnfwRvwAHSQfsihafmaXA,32
411,4ukxLPVTjezl2ast8geo2Q,2
412,4v3VBHPh8wNR1zQ3PNtJOg,13
413,4vHm-szf4WUn77MbJ3v7-Q,10
414,4vebxZrdYli926DzRjb6vA,6
415,4w9OL-yF1AF9C_cOZJsGkA,2
416,4xkjmpgUNJdwQo8FKIYp6Q,26
417,4y8KM5Hq0HOm6M0w7O-m4g,4
418,4yYPxOzfsYwFx2DDxItHug,1
419,4zGFCngZLH6ghf8lU90Ksw,2
420,4z_hAnw2UV5CzfcjtVvWsg,19
421,5-NbwROjjqnqMD27MaT5yw,1
422,505A9f5XsHciyxrCbQTaiw,2
423,50TfSZ6peEsvtsh-t9mRqg,10
424,50YPZsgzbyS7wuPEIJSMaw,2
425,51l5j_Y30R1h6twNCYa1aQ,1
426,52Sh4GgmN08d_enFbsBsKQ,29
427,55X2pom73IhiP19UFXpfPA,56
428,55lgqZ_IVMHCuAfqSHx_CQ,10
429,565NbMW3BMHxjY0cs4WhNg,1
430,56PUzO4Y0-1aWws4zH15bg,3
431,572wY6ywuOWQhSxtb6Zl2w,2
432,57cv9bxTGKPyFXZFiCO-Bw,2
433,5874jeQ4BlypNzCJbL0Phg,67
434,59CA0ceSIKnoi_8aaKG14g,1
435,5ATWuSUu8_uRMQkExdGWTw,1
436,5AxF-pmg8dhkD0nXT_caqw,1
437,5BDT70012VRT6VfiGQx28g,3
438,5CN31w91vmWyMC7N6CKGVQ,16
439,5DckunvATfuYZw09g070ww,22
440,5EHDS9FU3yBLtdMkBkG_DA,2
441,5FVBaD1poRZQeqUDxbWWQA,8
442,5FVEiGzKdJ-rVWewKYpyyQ,8
443,5HwBX7gq2a3HkbPusIkypg,3
444,5I3nxqUBEUjAjwTucD9FJg,4
445,5IJ5yoc8Ncfz_0pj4HHWUw,1
446,5JD61CiINtrSFbofher9aA,4
447,5JNgIiiVVXClwS6ut_Z9rg,1
448,5Jgwr84zJyNWuqyWVPXCFw,1
449,5LNZ67Yw9RD6nf4_UhXOjw,734
450,5M4jSxvXdy5vh_EqJdvxUA,2
451,5MXId9GCUlYgokbvqayzVg,3
452,5MfOS0OVNIXJal-fFxnrdg,7
453,5MfsMof-_ddB6MqdoyMXDQ,2
454,5NyFJwVmpPXkrXIbUEh1gw,1
455,5OVZWHrax1wQaayl8WeTrg,1
456,5PLQltRcNFEe18ApJQgoSg,3
457,5QIICikdjyCqKS6hgkgjiQ,4
458,5QSkZrMVgt2g64vj88rnoA,1
459,5RRNjvV8UC068tFq5hk3rA,2
460,5SW5UNWYwhwCwLkqi1tzKA,1
461,5T2K649odldggIptTLe75Q,1
462,5Xwgo9nFBJGvWFOpH_Hh7w,3
463,5Z5KW0XXpgcMLZg_WcZ4Ew,17
464,5Zc41a446gV3K_o7CDs69Q,172
465,5_657xsbotTBYM1KpJpWkw,2
466,5b-VxFnFWxY_sJh1uhQhtA,2
467,5b087AvhPjayPbKT9PMVKA,4
468,5b_n_RXYQtNf9b2d-O4SzA,23
469,5coRSpthYajgefF9R1cXDQ,15
470,5e5lFXdPWUZlAzHi-AUDYQ,3
471,5eLjgjxm0wIrsCj56_TcPg,1
472,5eW48tMNDtDefMTqLuY4_w,3
473,5ffLjQh0OrZf8THByUm7IA,21
474,5gip3-bwdpD1VeP_v7Zcmw,1
475,5hc6I32TTV9O_GodQ9GwIg,2
476,5i2qvmfvuSY5422NU6RJaw,2
477,5iSmZO0SrKU6EoXK_1M8Kw,517
478,5ixDjFTIPdKSjOeos0BYpA,4
479,5kOI2lQTcFpFI3Lt-TX9gg,10
480,5m92CfkACMYTXJm9omQTeA,1
481,5md4i4diIWMNYQgHMj_Nbg,13
482,5qVJAsL3CuO0lk03GI5kOg,2
483,5rARDglPZI0LJauPg1Xiiw,2
484,5s_f9DAynHW9rSwfOXfUWA,5
485,5scCzRKFuWIpdUT9FOfzsQ,1
486,5tWubNFqesBmq38hJYFzxQ,5
487,5uvf3QpmrdU2aiqmF4278A,6
488,5vtT3k3GKpiKSeLQSDs17w,43
489,5wVEM8y3RWFazrsIwds5AA,7
490,5xWEbHBPXUsco6fGeFu23A,1
491,5ypkaiDcybqchiuviIes3g,3
492,5zOHIPTIVj0l9aDn3n6hdQ,5
493,5zjYmX8Cj5wHWGwag7H2hg,5
494,5zjdy6br4iTctHaADIRPKw,7
495,61rTQVJy-fl_DdlSBgxIWg,2
496,62PycViC5Mwi6GhpyZbD_Q,2
497,63NuToRgo77eR8yGJQaZ1w,2
498,6481ECASNBPi1R7MR4Oouw,1
499,64gtZKZL3gA_CO2zJwvSog,29
500,67Ax4KKajNCphKwk__M5nA,1
501,67ICa3gRng94UkMEfJyFfA,6
502,68O4uYCd0YToLOLqHTBSZQ,29
503,68R1Le3VeYgAAcMu6yp3pQ,2
504,68s1OlziLPXKvdwBLV_pGw,2
505,69mZ09xndc2Rq-GdyPWtxw,1
506,6AGvafGH6q6x5yQnHIQwHQ,2
507,6B8nbDrWffWZKHzn5qcO6w,1
508,6BaAD22Pj85-4Rwvy015Rg,3
509,6Bq8qLtq-jXBH0majHmqKA,2
510,6CD4bzM2U72hhggKnPj2QA,1
511,6CS2aE7X5OnXGeTtV0joww,7
512,6CZXASRwyiFfC02Pg1ZCew,1
513,6Ct57qgmXwOnzfSZoUGh0Q,330
514,6DT18rI-ZEOvOHSFnGjaQw,3
515,6EAF09veEDBcmlBZNQ5Qpw,4
516,6EiGNwgjnne1Q9P0hZShlQ,1
517,6EkolSf95HjdCl9jVdTM2g,21
518,6FbN5wBF3BbBfv3OJQ-fDw,5
519,6KOQ0d8c4sYmWlbS9BgaxQ,2
520,6KfGvaYcDtZpqLoK_-5JXA,1
521,6LHhI1p9PfUGNq3OWJVLPg,6
522,6M9dla611JYaA2fbu6mneg,1
523,6OSaK0K6c4YFMtb8DtfY9g,9
524,6P3AQxNTpHNaLAd9BYSO2w,3
525,6Pk9PJOD7EWd1tv3lk0ajA,74
526,6Q7-wkCPc1KF75jZLOTcMw,430
527,6QQTNpjFjYy6fvpG0bi33w,1
528,6TZs4mz4kzSkx9X6GrxOsg,1
529,6UrbuE1Pv8icEXGHXiot1Q,3
530,6VaeaNoma3zRLsIDrF1Cjg,7
531,6WASd51ZIdGMYkPJCkkfBQ,1
532,6WJr5EokVAEEd2m0tVOupw,8
533,6YiVovzmcmF0zmszvDnTRg,1
534,6YrO-hJNof4wsx4f0YQ8yg,4
