,business_id,total_ratings
336,-K_qGSp7q61BkkjP_FSsEQ,8
337,-KqJjXDhqq6Ah5cMiF-sug,11
338,-KqwcJ10CUzl-hEwgwGhUA,2
339,-L7mpRnghi0ZlSsO5wExZA,11
340,-L88B-PrtzwujhLuYc2k_g,27
341,-L9JOKcJw81Rxy5n03yqZw,1
342,-L9TeQN_JgLBvqf9wmsBVQ,14
343,-L9pYwEo-FlXNDxOEgPT5Q,1
344,-LAiusd8GnWFR8atxbT-Vw,9
345,-LEEZE91iSsjKHVlM47X_Q,1
346,-LMpJ2QyDT0s4g7Gghia8w,2
347,-LMycE26AortJDsbc8oXOg,4
348,-LUjF-suHmvBJg8-nuKBqg,1
349,-LVpf-mKjrWT51JgCY3gRQ,14
350,-LaZn_eBs-7Eu0Wag-ffVA,1
351,-LccesU7Hg_OVBPLH2DkIg,2
352,-Le6cwbZL4tDZwNHwipfKg,58
353,-Levln3VcfeXS4iHt5ct9A,9
354,-LfTBo0oa_uD454ScEW2XA,7
355,-Lgj3gdQZiVngAEc1yALzw,28
356,-LiVt5oFhC-AA4nCH77DjQ,1
357,-LmxQLtHixUTeQkk5G-gTw,3
358,-Lovf0jkQtvb6Y_WjDn-sw,2
359,-LvcLDfsZZy4aUpSm0X4Sw,2
360,-LzUYsR54hd8cCiYXTquRA,64
361,-M9S1wlZTvv6T9EOo5X2Yw,8
362,-MC7EFxTsyKMKB3zeP_FIQ,11
363,-MKWJZnMjSit406AUKf7Pg,35
364,-MUn9i6htSMJUFXxToaBVg,5
365,-Ma5JqzuI_3xIAtpNJfQ2g,36
366,-McKyjNSqS1h9dDJH3dyUA,4
367,-Mm4YqCDM5CqSDDh7HI6Zw,2
368,-MpXo24qYu4DazQXDrs2oA,2
369,-Mrg_QlG-S_PjfRNEs3COA,2
370,-Mu6qCYjrcvBgwIhLoh08g,1
371,-MuatiMmslPOvk9kOMyjkA,46
372,-MwAxDEDeWxN2Mj9U0Rzww,3
373,-MwaICRwxaUi0JBfad2Y3Q,6
374,-Mz3M0g6iFZczs6a7ddf5g,20
375,-N1Fe6JsaAJqP6Prst9jXQ,3
376,-N3qRemt9OsTwWcIeiJUmw,2
377,-N94ldMGlQw_SHdfm2pi_A,1
378,-NGG-U19rGsY75a2ogSD_w,1
379,-NLFE3nWmRXorBiKz4tu3w,1
380,-NNElpPRHRYUD0YHgXtgyQ,8
381,-NR4KqS6lHseNvJ-GFzfMA,20
382,-N_YCDH4HijYnJ-RisQfHA,10
383,-N_agk8RUHvHk3GVDsyunQ,8
384,-NaIIkbUsm0-L0oL9r6VTg,3
385,-NfdQz7Pesvthek59uGl8Q,2
386,-NjZ5HZApXjRJaTVZeSO_w,6
387,-NkvJ2uwK_29GmjeOrY0LQ,1
388,-NsIO9AUNEmbsxdUORtfAQ,1
389,-O-ptJuBXw8faJRN_a3wPg,6
390,-O31O2krgdg7quizo3LcCA,2
391,-O7uy8mcz1UEO-D604dRPw,3
392,-OD5KnGJk4Ld8IVa2jAuFA,11
393,-OEIW0dO96-492qa_luxaw,42
394,-OFyJGYp-S_8fzEARqw3HA,4
395,-OHxHEKE7l2VddpQLqaiKQ,10
396,-OK96j80gQW_U44tC62klw,8
397,-OMfcRwzGjiD1lpMIknQ1Q,9
398,-OOVJcc1-qOUqI9131u0gw,19
399,-ORqiS4L-8pq3dLsUazXTg,2
400,-OXGCSOIcKgla8yXoHaSwA,5
401,-Oab8cjuGYidvI-KZ_nv_A,14
402,-Ofk9ELkGJQasOApqJ9lCw,14
403,-OhQws_Si3YOYDfm6DilxA,12
404,-OhaUTopsAbtcSJ6dfakaA,1
405,-OjKVujPWqfbQJRg_WcZTg,3
406,-Oj_rs84KRFOTtbeQXPB7Q,22
407,-OsPCfouYyJ3vjgOKBtzGA,2
408,-OuTv9a9_MabQjyiZx2Stw,2
409,-OxDX2fPQLYi6ChW2Z6xxQ,46
410,-P4Mmh-0pkC4yb6cyPJhbA,3
411,-P8dGzSVhJi-5oZ-8U2y0w,8
412,-PABBD9nMgAYZHSShqGsjg,53
413,-PARO4rKPyOBgra18yANYQ,2
414,-PBIdZVMvKaOs6Kbn1kFkQ,2
415,-PGsEXB6DFTVKa1eDOlzWA,29
416,-PJgh1XoQBMnnSgg6MhmMA,10
417,-PKUAor_Nz_IaNjP_jIwyA,27
418,-PL-4fFYPYrOjnNd0lO4Lg,14
419,-PO_5qu0CQIKqsPjLqSYMg,1
420,-PRTv5z2N687DEyW0Fkcww,1
421,-PUPEpMsjBjk_rX5lFaWng,39
422,-PYiTrmibO-XxqpRRF4EoA,4
423,-PbCfkydmvuNcG9VG_ixkQ,22
424,-PbM4ksxhGZVpgCpRakcgA,14
425,-Pd-IBDWWwRNWzBBFTb7iQ,7
426,-PenSzvVF5Ul_KWiap0Vzg,1
427,-PkxxFbXpu0xBUB3rc0O6Q,7
428,-PnZ5_XurjYgoqIKd3p1RA,2
429,-Py4QGu7Z2MaN7IZkwKQfg,5
430,-Q0o1CBxchWyFEDa3oeO-Q,2
431,-Q5b2LGivWP_ZBwSovGCRQ,30
432,-Q8F0KbFIK3m3VeGXoCDEA,73
433,-QC71Wuh0TyJI0RAZ3d0Iw,3
434,-QIQLK8RR6rl7v19cAQQHg,29
435,-QKKkUEQhDVndxZDT9SovQ,5
436,-QNQ4R1VgRoL4b6lC8Anrg,24
437,-QOz-2NrDkXjgKYEGBQZhA,4
438,-QWRK_ZnoU4g4FPEaZxqUw,2
439,-QYoXKu39mSVTT3bb_9V1w,1
440,-Q_Ax7QZ1wCbzyyX-3HOpQ,1
441,-Qamd1hK7jczDkdUrm8lxg,1
442,-QgX4QofONhh6XFZ4Zbnvw,19
443,-QjnuSMIAJhcwOc-8BqalA,2
444,-Qkx7W0itbAApcG5lJuMFQ,34
445,-Qw0PpNfOQ94LpSbxH-fcg,1
446,-R0MilKeK1xcUlXpXfceYA,4
447,-R2kwt0qMnzwEdAfXPvkXg,60
448,-R2z2womJA-NCA2Pbz181g,3
449,-RC3XAvgvb-vwS3JtYPRHg,10
450,-RIWE3MU3GCHM5KIW7PLww,14
451,-RJ216TTIghZshCkUlD1WQ,45
452,-RN70NJDP02wVcrg5yPO8Q,9
453,-RP7Sw9lqHySxzzRFaeYiQ,3
454,-RQCdTsH5rkG702auLcEqA,4
455,-RYIKWBSTaJ21B2UMyzI-Q,39
456,-R_dMb9Z1eBv_FlYZrrKbw,4
457,-RdenSl5COgnPqaANI3kCQ,3
458,-RmFfWUyUU1RPIGtih7J-w,20
459,-RmLe9SKAVPkeE41chS5iQ,7
460,-Rsv3qjpn46VK3pBiJxPxg,2
461,-RulWSOzkK2zMTsU7aa0lg,3
462,-Rw3wxbeHhZy6SURriXZ8g,2
463,-RxkfrFaOLpE6Be3zGfsVg,1
464,-S1BkxguVmi2G_O6Bcoabg,8
465,-SChP5zffbKeXWsJ6Rz5ig,7
466,-SUammmS2p6c5GuuGA-kmw,1
467,-SX8276QNjtSMu3ZIIcpLA,2
468,-SYMuJ9jfIMkXUMYl_RFfw,7
469,-SabPkd-UbdVjg2t1m5vqg,1
470,-Seesl064xCp_FRlG35dbQ,1
471,-Sgt6wFx05Ox-O1ZSC3LOA,35
472,-SpT8Tyz2R45zSw1AIUimQ,35
473,-T0M3exc6tC6sw5LjtVdDQ,3
474,-T0PYhlC2vrXoG2L7LjCGg,8
475,-TBxFMtA4WupelY8CrDOqA,1
476,-TDkXzdfI89vY80cXlC3Ag,2
477,-TGwtTiieh_JLml5_VRMQA,1
478,-TIFqTXoTKMZ-ZN_K1BTxw,8
479,-TVXOYL6kvKP1uW6ND9PIg,6
480,-TWZ4-AM76pUxPIt47mInw,4
481,-TYPafTH5Bd0smF7JYEkrA,1
482,-TjzQsimpriXVYaH3HdtQA,31
483,-Tns0_AGEfXrf37ktfxPvg,10
484,-Tpo5r3kF_z4iilx8JXhvA,20
485,-Tv5UZeFHdKz3RM9vOYpaw,1
486,-U0liwRSHGYBEMYVj8kFmQ,20
487,-U4-8MHFg9aiPI7kCl-BEA,5
488,-U7tvCtaraTQ9b0zBhpBMA,201
489,-UBoEaluaCReqxLRiAxVPg,15
490,-UM5wXw2scKFW6QHchBL4Q,2
491,-UPP0Q_kZsuQ2zZ1k7lbyQ,6
492,-UV2tt3gy57-5a29paA_4w,5
493,-UXH_mn5SLip3MMiaGM69g,1
494,-U__2WtWziiLYK1M2U3vaw,2
495,-UfNsMlVYFAZZypRnxCQiA,1
496,-Uix-n4Jqo4W7ERagC5qAA,16
497,-UjCvAsvBOr19y8lqPueiQ,2
498,-Ut87cwGFsO3444Rd11p0Q,10
499,-UunZRrXJdL4whe9fma0Kg,4
500,-V-fpvR47iZJ5jq8Eit7ng,9
501,-V3wr3C29UA-_wowT92lFw,1
502,-VAsjhmAbKF3Pb_-8rh3xg,1
503,-VBi01c4m2rWyzUj0rlvKQ,1
504,-VGok4XcfuUpQ_3JTB-zpQ,2
505,-VO_NrhFxh8CWOpyaUyKvw,5
506,-VSljIWGLlAJoKDqxazDIg,2
507,-VWbzdy0FctEs48LnQg_2w,4
508,-VYYKJBVTX1BtaJU4eFJ8A,18
509,-VaOrwywNOhgRsfxhb4Aug,2
510,-ViwF2TdQ7B2N8jy_ykC5Q,2
511,-Vk9BMbpL2hcv4SZTuk4TA,1
512,-VlfL9rbFuI42CTFFtgMmw,1
513,-Vs9ztcMA9IVCaV8bN_EOA,2
514,-Vy76Xk7U-dDqmzgmb2rug,4
515,-W1bYeAk18xShlb6_Yb2Ig,4
516,-W1rsicX12yNIjsBUh6TiQ,1
517,-W4gdvXVwi2nTkAIjqaJzA,1
518,-WBbMDJayOnd0ktCCi3I1Q,1
519,-WCGJuDoq4yAm58DQpl14Q,5
520,-WE0z2uUAajXvd-fRmHS5w,1
521,-WKQHbVgTNQVzCbVPDeMlg,14
522,-WKylI3RHlvNo2IKt31ArQ,3
523,-WLV_MlPGVy4M98Xv0hzXA,1
524,-WLrZPzjKfrftLWaCi1QZQ,147
525,-WNHQxsBfE3gRgIdW2vwsQ,2
526,-WQhVJnBmyapFn0digQJwg,4
527,-WRLKqr9TXFYp0LtBB6ACg,3
528,-WTfyPuRcQyE4QXg-37HNA,1
529,-WVF5DKZeEWlMK8Cucto-A,21
530,-WZODoBei3z9QyWOUkgCxA,1
